sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0361
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0362
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0363
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0364
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0365
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0366
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0367
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0368
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0369
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0370
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0371
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0372
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0373
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0374
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0375
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0376
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0377
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0378
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0379
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0380
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0381
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0382
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0383
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0384
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0385
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0386
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0387
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0388
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0389
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0390
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0391
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0392
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0393
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0394
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0395
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0396
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0397
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0398
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0399
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0400
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0401
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0402
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0403
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0404
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0405
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0406
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0407
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0408
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0409
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,10,11,12,13,14,15,15,16,17,18,19,human3_lib1.final_cell_0410
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0411
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0412
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0413
7,11,11,11,11,12,13,13,14,14,14,14,14,14,14,15,16,17,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0414
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib1.final_cell_0415
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0416
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0417
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0418
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0419
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0420
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0421
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0422
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0423
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0424
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0425
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0426
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0427
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0428
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0429
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0430
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0431
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0432
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0433
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0434
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0435
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,17,18,19,5,5,5,5,5,5,5,10,11,12,12,human3_lib1.final_cell_0436
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0437
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0438
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0439
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0440
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0441
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0442
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,11,12,12,13,14,15,15,human3_lib1.final_cell_0443
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0444
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0445
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0446
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0447
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0448
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0449
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0450
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0451
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0452
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0453
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0454
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,6,6,6,6,6,7,7,7,7,7,7,human3_lib1.final_cell_0455
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0456
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0457
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0458
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib1.final_cell_0459
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0460
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0461
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0462
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0463
5,5,5,5,5,7,8,8,9,9,9,9,9,17,17,18,19,20,21,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib1.final_cell_0464
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0465
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0466
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0467
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0468
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0469
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0470
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0471
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0472
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0473
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0474
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0475
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0476
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0477
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0478
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib1.final_cell_0479
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0480
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0481
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0482
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0483
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0484
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0485
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0486
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0487
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0488
