sc3.sc3_10,sc3.sc3_11,sc3.sc3_12,sc3.sc3_13,sc3.sc3_14,sc3.sc3_15,sc3.sc3_16,sc3.sc3_17,sc3.sc3_18,sc3.sc3_19,sc3.sc3_20,sc3.sc3_21,sc3.sc3_22,sc3.sc3_23,sc3.sc3_24,sc3.sc3_25,sc3.sc3_26,sc3.sc3_27,sc3.sc3_28,sc3.sc3_29,sc3.sc3_30,sc3.sc3_31,Monocle.Monocle_10,Monocle.Monocle_11,Monocle.Monocle_12,Monocle.Monocle_13,Monocle.Monocle_14,Monocle.Monocle_15,Monocle.Monocle_16,Monocle.Monocle_17,Monocle.Monocle_18,Monocle.Monocle_19,Monocle.Monocle_20,Monocle.Monocle_21,Monocle.Monocle_22,Monocle.Monocle_23,Monocle.Monocle_24,Monocle.Monocle_25,Monocle.Monocle_26,Monocle.Monocle_27,Monocle.Monocle_28,Monocle.Monocle_29,Monocle.Monocle_30,Monocle.Monocle_31,Monocle.Monocle_32,Monocle.Monocle_33,Monocle.Monocle_34,Monocle.Monocle_35,Monocle.Monocle_36,Monocle.Monocle_37,Monocle.Monocle_38,Monocle.Monocle_39,Monocle.Monocle_40,Monocle.Monocle_41,Seurat.Seurat_10,Seurat.Seurat_11,Seurat.Seurat_12,Seurat.Seurat_13,Seurat.Seurat_14,Seurat.Seurat_15,Seurat.Seurat_16,Seurat.Seurat_17,Seurat.Seurat_18,Seurat.Seurat_19,Seurat.Seurat_20,Seurat.Seurat_21,Seurat.Seurat_22,Seurat.Seurat_23,Seurat.Seurat_24,Seurat.Seurat_25,cells
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N19
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N2
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N20
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_N21
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N22
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N23
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N24
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N3
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,6,6,6,6,6,13,13,14,15,15,16,16,HP1507101_N4
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_N5
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_N6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_N7
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,32,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1507101_N8
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N9
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O1
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O10
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O11
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,32,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1507101_O12
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O13
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_O14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_O15
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O16
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,19,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1507101_O17
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,19,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1507101_O18
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_O19
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1507101_O2
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_O21
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O22
1,1,1,1,1,1,1,1,1,1,1,1,20,21,22,23,23,24,25,26,26,27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,29,30,31,31,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1507101_O23
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1507101_O24
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_O3
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O4
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O5
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O6
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_O7
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_O8
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_O9
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,32,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1507101_P1
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P10
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P11
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P12
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,29,30,31,31,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P14
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1507101_P15
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_P16
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P17
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P18
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1507101_P19
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_P2
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,10,11,12,13,14,14,15,15,16,17,17,18,18,HP1507101_P20
1,1,1,1,1,1,1,1,1,1,1,1,20,21,22,23,23,24,25,26,26,27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,29,30,31,31,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1507101_P21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_P22
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P23
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_P24
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P3
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P4
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P5
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_P7
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_P8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_P9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1508501T2D_A1
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1508501T2D_A10
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1508501T2D_A11
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A12
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A13
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A14
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A15
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A16
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,7,7,7,9,10,11,12,12,12,12,13,13,13,13,13,14,14,14,14,15,15,16,16,16,16,17,17,18,18,19,20,20,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1508501T2D_A17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1508501T2D_A18
1,5,5,11,12,12,12,12,13,14,18,19,19,20,21,21,21,22,23,24,24,25,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1508501T2D_A19
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1508501T2D_A2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,11,11,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1508501T2D_A20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1508501T2D_A21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1508501T2D_A22
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1508501T2D_A23
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A24
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A3
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,22,22,23,7,7,7,9,10,11,12,12,12,12,13,13,13,13,13,14,14,14,14,15,15,16,16,16,16,17,17,18,18,19,20,20,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1508501T2D_A5
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_A6
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,7,7,7,9,10,11,12,12,12,12,13,13,13,13,13,14,14,14,14,15,15,16,16,16,16,17,17,18,18,19,20,20,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1508501T2D_A7
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1508501T2D_A8
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1508501T2D_A9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1508501T2D_B1
1,5,5,11,12,12,12,12,13,14,18,19,19,20,21,21,21,22,23,24,24,25,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1508501T2D_B10
8,9,10,10,11,11,11,11,12,12,12,13,13,14,15,15,15,16,17,17,17,17,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,12,13,13,13,13,14,14,15,15,15,15,15,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1508501T2D_B11
