sc3.sc3_41,sc3.sc3_40,sc3.sc3_39,sc3.sc3_38,sc3.sc3_37,sc3.sc3_36,sc3.sc3_35,sc3.sc3_34,sc3.sc3_33,sc3.sc3_32,sc3.sc3_31,sc3.sc3_30,sc3.sc3_29,sc3.sc3_28,sc3.sc3_27,sc3.sc3_26,sc3.sc3_25,sc3.sc3_24,sc3.sc3_23,sc3.sc3_22,sc3.sc3_21,sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_25,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0327
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0328
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0329
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0330
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0331
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0332
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0333
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0334
7,8,9,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,22,23,24,24,25,26,27,28,29,30,30,31,32,33,34,34,35,36,37,38,39,40,41,42,8,8,9,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,22,23,24,24,25,25,26,27,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human2_lib3.final_cell_0335
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0336
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0337
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0338
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0339
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,16,17,17,18,18,18,18,24,25,25,25,25,26,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0340
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0341
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0342
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0343
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0344
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0345
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,17,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0346
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0347
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0348
4,4,4,4,5,5,5,6,6,6,6,7,11,11,12,12,13,13,13,13,13,13,13,13,14,15,15,16,16,17,18,18,19,19,19,19,19,20,20,20,20,21,3,3,7,7,7,8,9,10,10,11,12,13,13,14,15,15,16,17,17,18,19,19,20,20,20,21,4,4,8,8,9,9,9,10,10,10,10,11,11,11,12,12,12,12,human2_lib3.final_cell_0349
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0350
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0351
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0352
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0353
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human2_lib3.final_cell_0354
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0355
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0356
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human2_lib3.final_cell_0357
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0358
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,16,17,17,18,18,18,18,24,25,25,25,25,26,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,4,4,4,9,9,9,9,10,10,10,10,10,10,10,human2_lib3.final_cell_0359
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0360
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,26,26,27,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0361
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0362
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0363
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0364
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0365
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0366
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0367
6,7,8,8,9,10,11,12,13,13,14,15,16,17,18,18,19,20,20,21,22,22,22,23,24,25,26,27,27,28,29,29,30,30,31,32,33,34,35,36,37,38,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,4,4,4,9,9,9,9,10,10,10,10,10,10,10,human2_lib3.final_cell_0368
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,8,8,9,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,22,23,24,24,25,25,26,27,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human2_lib3.final_cell_0369
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0370
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0371
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0372
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0373
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0374
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0375
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human2_lib3.final_cell_0376
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,16,17,17,18,18,18,18,24,25,25,25,25,26,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0377
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0378
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0379
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0380
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0381
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0382
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,human2_lib3.final_cell_0383
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0384
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0385
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,7,7,8,8,9,10,11,12,13,14,15,16,17,18,19,19,20,21,21,22,23,23,24,24,24,25,4,4,8,8,9,9,9,10,11,11,11,12,12,12,13,13,13,13,human2_lib3.final_cell_0386
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0387
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0388
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0389
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0390
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0391
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0392
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0393
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0394
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0395
