cells,sc3-Initial,Monocle-Initial,Seurat-Initial,garbage1-Initial,garbage2-Initial,sc3-33,Monocle-33,Seurat-33,garbage1-33,garbage2-33,sc3-66,Monocle-66,Seurat-66,garbage1-66,garbage2-66,sc3-90,Monocle-90,Seurat-90,garbage1-90,garbage2-90,sc3-Final,Monocle-Final,Seurat-Final,garbage1-Final,garbage2-Final
human3_lib2.final_cell_0616,27,13,2,4,4,27,13,2,4,4,27,13,2,4,4,27,13,2,4,4,27,13,2,4,4
human3_lib2.final_cell_0617,4,12,1,14,18,4,12,1,14,18,4,12,1,14,18,2,12,1,1,18,2,12,1,1,18
human3_lib2.final_cell_0618,4,18,1,25,23,4,12,1,25,23,4,12,1,25,23,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0619,4,12,1,26,15,4,12,1,26,15,4,12,1,26,15,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0620,27,11,2,7,5,27,11,2,7,5,27,11,2,7,5,27,11,2,7,2,27,11,2,7,2
human3_lib2.final_cell_0621,25,9,8,15,2,25,9,8,15,2,25,9,8,15,2,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0622,9,21,6,1,17,9,21,6,1,17,9,21,6,1,17,9,16,6,1,17,9,16,6,1,17
human3_lib2.final_cell_0623,27,17,2,17,17,27,13,2,17,17,27,13,2,17,17,27,13,2,17,17,27,13,2,17,17
human3_lib2.final_cell_0624,21,20,12,2,19,21,20,12,2,19,21,20,12,2,19,21,20,12,2,19,21,20,12,2,19
human3_lib2.final_cell_0625,4,12,1,24,27,4,12,1,24,27,4,12,1,24,27,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0626,27,17,2,28,2,27,13,2,28,2,27,13,2,28,2,27,13,2,1,2,27,13,2,1,2
human3_lib2.final_cell_0627,9,16,12,16,5,9,16,12,16,5,9,16,12,16,5,9,16,12,16,2,9,16,12,16,2
human3_lib2.final_cell_0628,4,18,1,20,4,4,12,1,20,4,4,12,1,20,4,2,12,1,20,4,2,12,1,20,4
human3_lib2.final_cell_0629,4,12,1,24,20,4,12,1,24,20,4,12,1,24,20,2,12,1,1,20,2,12,1,1,20
human3_lib2.final_cell_0630,16,15,11,11,6,16,15,11,11,6,16,15,11,11,6,16,15,11,11,6,16,15,11,11,6
human3_lib2.final_cell_0631,3,7,20,2,5,3,7,20,2,5,3,7,20,2,5,1,7,8,2,2,1,7,8,2,2
human3_lib2.final_cell_0632,22,22,9,5,23,22,22,9,5,23,22,22,9,5,23,22,22,9,1,2,22,22,9,1,2
human3_lib2.final_cell_0633,4,18,1,27,6,4,12,1,27,6,4,12,1,27,6,2,12,1,1,6,2,12,1,1,6
human3_lib2.final_cell_0634,4,18,1,23,26,4,12,1,23,26,4,12,1,23,26,2,12,1,23,2,2,12,1,23,2
human3_lib2.final_cell_0635,4,12,1,12,22,4,12,1,12,22,4,12,1,12,22,2,12,1,12,2,2,12,1,12,2
human3_lib2.final_cell_0636,27,13,2,1,12,27,13,2,1,12,27,13,2,1,12,27,13,2,1,12,27,13,2,1,12
human3_lib2.final_cell_0637,16,15,11,11,8,16,15,11,11,8,16,15,11,11,8,16,15,11,11,8,16,15,11,11,8
human3_lib2.final_cell_0638,27,17,2,22,12,27,13,2,22,12,27,13,2,22,12,27,13,2,1,12,27,13,2,1,12
human3_lib2.final_cell_0639,4,18,1,14,9,4,12,1,14,9,4,12,1,14,9,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0640,26,4,5,23,10,26,4,5,23,10,26,4,5,23,10,26,4,5,23,10,26,4,5,23,10
human3_lib2.final_cell_0641,4,18,1,8,9,4,12,1,8,9,4,12,1,8,9,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0642,27,13,2,9,19,27,13,2,9,19,27,13,2,9,19,27,13,2,1,19,27,13,2,1,19
human3_lib2.final_cell_0643,28,13,2,25,4,28,13,2,25,4,27,13,2,25,4,27,13,2,1,4,27,13,2,1,4
human3_lib2.final_cell_0644,9,16,12,17,18,9,16,12,17,18,9,16,12,17,18,9,16,12,17,18,9,16,12,17,18
human3_lib2.final_cell_0645,4,12,1,5,22,4,12,1,5,22,4,12,1,5,22,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0646,27,13,2,8,18,27,13,2,8,18,27,13,2,8,18,27,13,2,1,18,27,13,2,1,18
human3_lib2.final_cell_0647,25,3,15,25,12,25,3,15,25,12,25,3,15,25,12,23,3,8,1,12,23,3,8,1,12
human3_lib2.final_cell_0648,9,20,12,28,25,9,20,12,28,25,9,20,12,28,25,9,20,12,1,2,9,20,12,1,2
human3_lib2.final_cell_0649,4,18,1,7,21,4,12,1,7,21,4,12,1,7,21,2,12,1,7,21,2,12,1,7,21
human3_lib2.final_cell_0650,25,10,8,25,15,25,10,8,25,15,25,10,8,25,15,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0651,23,9,8,11,26,23,9,8,11,26,23,9,8,11,26,23,3,8,11,2,23,3,8,11,2
human3_lib2.final_cell_0652,27,17,2,28,25,27,13,2,28,25,27,13,2,28,25,27,13,2,1,2,27,13,2,1,2
human3_lib2.final_cell_0653,4,12,1,13,8,4,12,1,13,8,4,12,1,13,8,2,12,1,13,8,2,12,1,13,8
human3_lib2.final_cell_0654,4,18,1,28,26,4,12,1,28,26,4,12,1,28,26,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0655,4,12,1,6,1,4,12,1,6,1,4,12,1,6,1,2,12,1,6,1,2,12,1,6,1
human3_lib2.final_cell_0656,4,12,1,11,23,4,12,1,11,23,4,12,1,11,23,2,12,1,11,2,2,12,1,11,2
human3_lib2.final_cell_0657,16,15,11,8,18,16,15,11,8,18,16,15,11,8,18,16,15,11,1,18,16,15,11,1,18
human3_lib2.final_cell_0658,4,18,1,18,15,4,12,1,18,15,4,12,1,18,15,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0659,25,3,15,24,26,25,3,15,24,26,25,3,15,24,26,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0660,25,10,8,10,25,25,10,8,10,25,25,10,8,10,25,23,3,8,10,2,23,3,8,10,2
human3_lib2.final_cell_0661,4,12,1,11,16,4,12,1,11,16,4,12,1,11,16,2,12,1,11,16,2,12,1,11,16
human3_lib2.final_cell_0662,4,18,1,7,22,4,12,1,7,22,4,12,1,7,22,2,12,1,7,2,2,12,1,7,2
human3_lib2.final_cell_0663,9,20,6,12,16,9,20,6,12,16,9,20,6,12,16,9,20,6,12,16,9,20,6,12,16
human3_lib2.final_cell_0664,4,12,1,15,3,4,12,1,15,3,4,12,1,15,3,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0665,9,2,12,10,10,9,2,12,10,10,9,2,12,10,10,9,2,12,10,10,9,2,12,10,10
human3_lib2.final_cell_0666,4,18,1,2,11,4,12,1,2,11,4,12,1,2,11,2,12,1,2,11,2,12,1,2,11
human3_lib2.final_cell_0667,9,16,12,14,11,9,16,12,14,11,9,16,12,14,11,9,16,12,1,11,9,16,12,1,11
human3_lib2.final_cell_0668,25,10,8,25,28,25,10,8,25,28,25,10,8,25,28,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0669,4,12,1,17,8,4,12,1,17,8,4,12,1,17,8,2,12,1,17,8,2,12,1,17,8
human3_lib2.final_cell_0670,22,8,9,26,12,22,8,9,26,12,22,8,9,26,12,22,8,9,1,12,22,8,9,1,12
human3_lib2.final_cell_0671,27,17,2,13,21,27,13,2,13,21,27,13,2,13,21,27,13,2,13,21,27,13,2,13,21
human3_lib2.final_cell_0672,9,20,6,23,16,9,20,6,23,16,9,20,6,23,16,9,20,6,23,16,9,20,6,23,16
human3_lib2.final_cell_0673,25,5,20,25,25,25,5,20,25,25,25,5,20,25,25,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0674,27,13,2,26,16,27,13,2,26,16,27,13,2,26,16,27,13,2,1,16,27,13,2,1,16
human3_lib2.final_cell_0675,27,13,2,21,24,27,13,2,21,24,27,13,2,21,24,27,13,2,1,2,27,13,2,1,2
human3_lib2.final_cell_0676,9,21,6,2,5,9,21,6,2,5,9,21,6,2,5,9,16,6,2,2,9,16,6,2,2
human3_lib2.final_cell_0677,9,21,6,9,11,9,21,6,9,11,9,21,6,9,11,9,16,6,1,11,9,16,6,1,11
human3_lib2.final_cell_0678,9,20,6,14,3,9,20,6,14,3,9,20,6,14,3,9,20,6,1,2,9,20,6,1,2
human3_lib2.final_cell_0679,4,7,1,21,21,4,7,1,21,21,4,7,1,21,21,2,7,1,1,21,2,7,1,1,21
human3_lib2.final_cell_0680,5,19,12,22,1,5,19,12,22,1,5,19,12,22,1,5,19,12,1,1,5,19,12,1,1
human3_lib2.final_cell_0681,25,10,8,24,15,25,10,8,24,15,25,10,8,24,15,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0682,4,12,1,5,27,4,12,1,5,27,4,12,1,5,27,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0683,4,18,1,19,23,4,12,1,19,23,4,12,1,19,23,2,12,1,19,2,2,12,1,19,2
human3_lib2.final_cell_0684,27,17,2,9,7,27,13,2,9,7,27,13,2,9,7,27,13,2,1,2,27,13,2,1,2
human3_lib2.final_cell_0685,27,13,2,4,22,27,13,2,4,22,27,13,2,4,22,27,13,2,4,2,27,13,2,4,2
human3_lib2.final_cell_0686,25,22,11,25,9,25,22,11,25,9,25,22,11,25,9,23,22,11,1,2,23,22,11,1,2
human3_lib2.final_cell_0687,9,20,6,21,21,9,20,6,21,21,9,20,6,21,21,9,20,6,1,21,9,20,6,1,21
human3_lib2.final_cell_0688,4,18,1,11,26,4,12,1,11,26,4,12,1,11,26,2,12,1,11,2,2,12,1,11,2
human3_lib2.final_cell_0689,27,13,2,11,19,27,13,2,11,19,27,13,2,11,19,27,13,2,11,19,27,13,2,11,19
human3_lib2.final_cell_0690,25,15,11,15,5,25,15,11,15,5,25,15,11,15,5,23,15,11,1,2,23,15,11,1,2
human3_lib2.final_cell_0691,9,20,6,8,24,9,20,6,8,24,9,20,6,8,24,9,20,6,1,2,9,20,6,1,2
human3_lib2.final_cell_0692,4,18,1,3,17,4,12,1,3,17,4,12,1,3,17,2,12,1,3,17,2,12,1,3,17
human3_lib2.final_cell_0693,16,15,11,23,28,16,15,11,23,28,16,15,11,23,28,16,15,11,23,2,16,15,11,23,2
human3_lib2.final_cell_0694,1,7,12,15,24,1,7,12,15,24,1,7,12,15,24,1,7,12,1,2,1,7,12,1,2
human3_lib2.final_cell_0695,16,15,11,11,6,16,15,11,11,6,16,15,11,11,6,16,15,11,11,6,16,15,11,11,6
human3_lib2.final_cell_0696,4,12,1,22,8,4,12,1,22,8,4,12,1,22,8,2,12,1,1,8,2,12,1,1,8
human3_lib2.final_cell_0697,25,10,8,20,16,25,10,8,20,16,25,10,8,20,16,23,3,8,20,16,23,3,8,20,16
human3_lib2.final_cell_0698,16,15,11,8,19,16,15,11,8,19,16,15,11,8,19,16,15,11,1,19,16,15,11,1,19
human3_lib2.final_cell_0699,9,16,12,3,14,9,16,12,3,14,9,16,12,3,14,9,16,12,3,14,9,16,12,3,14
human3_lib2.final_cell_0700,4,18,1,14,24,4,12,1,14,24,4,12,1,14,24,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0701,25,10,8,22,4,25,10,8,22,4,25,10,8,22,4,23,3,8,1,4,23,3,8,1,4
human3_lib2.final_cell_0702,26,13,2,5,10,26,13,2,5,10,26,13,2,5,10,26,13,2,1,10,26,13,2,1,10
human3_lib2.final_cell_0703,9,21,5,26,9,9,21,5,26,9,9,21,5,26,9,9,16,5,1,2,9,16,5,1,2
human3_lib2.final_cell_0704,4,18,1,17,5,4,12,1,17,5,4,12,1,17,5,2,12,1,17,2,2,12,1,17,2
human3_lib2.final_cell_0705,16,15,11,26,10,16,15,11,26,10,16,15,11,26,10,16,15,11,1,10,16,15,11,1,10
human3_lib2.final_cell_0706,4,12,5,16,17,4,12,5,16,17,4,12,5,16,17,2,12,5,16,17,2,12,5,16,17
human3_lib2.final_cell_0707,4,12,1,7,5,4,12,1,7,5,4,12,1,7,5,2,12,1,7,2,2,12,1,7,2
human3_lib2.final_cell_0708,9,16,12,12,6,9,16,12,12,6,9,16,12,12,6,9,16,12,12,6,9,16,12,12,6
human3_lib2.final_cell_0709,4,12,1,7,1,4,12,1,7,1,4,12,1,7,1,2,12,1,7,1,2,12,1,7,1
human3_lib2.final_cell_0710,27,13,2,24,27,27,13,2,24,27,27,13,2,24,27,27,13,2,1,2,27,13,2,1,2
human3_lib2.final_cell_0711,4,12,1,15,8,4,12,1,15,8,4,12,1,15,8,2,12,1,1,8,2,12,1,1,8
human3_lib2.final_cell_0712,25,10,8,4,4,25,10,8,4,4,25,10,8,4,4,23,3,8,4,4,23,3,8,4,4
human3_lib2.final_cell_0713,16,15,11,15,18,16,15,11,15,18,16,15,11,15,18,16,15,11,1,18,16,15,11,1,18
human3_lib2.final_cell_0714,6,7,1,21,24,6,7,1,21,24,4,7,1,21,24,2,7,1,1,2,2,7,1,1,2
human3_lib2.final_cell_0715,16,15,11,24,7,16,15,11,24,7,16,15,11,24,7,16,15,11,1,2,16,15,11,1,2
human3_lib2.final_cell_0716,25,10,8,28,26,25,10,8,28,26,25,10,8,28,26,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0717,4,12,1,5,1,4,12,1,5,1,4,12,1,5,1,2,12,1,1,1,2,12,1,1,1
human3_lib2.final_cell_0718,9,2,12,10,15,9,2,12,10,15,9,2,12,10,15,9,2,12,10,2,9,2,12,10,2
human3_lib2.final_cell_0719,4,12,1,25,7,4,12,1,25,7,4,12,1,25,7,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0720,27,17,2,15,2,27,13,2,15,2,27,13,2,15,2,27,13,2,1,2,27,13,2,1,2
human3_lib2.final_cell_0721,27,13,2,16,19,27,13,2,16,19,27,13,2,16,19,27,13,2,16,19,27,13,2,16,19
human3_lib2.final_cell_0722,6,18,1,3,3,6,12,1,3,3,4,12,1,3,3,2,12,1,3,2,2,12,1,3,2
human3_lib2.final_cell_0723,4,18,1,26,21,4,12,1,26,21,4,12,1,26,21,2,12,1,1,21,2,12,1,1,21
human3_lib2.final_cell_0724,4,12,1,16,19,4,12,1,16,19,4,12,1,16,19,2,12,1,16,19,2,12,1,16,19
human3_lib2.final_cell_0725,16,15,11,10,12,16,15,11,10,12,16,15,11,10,12,16,15,11,10,12,16,15,11,10,12
human3_lib2.final_cell_0726,21,20,6,14,4,21,20,6,14,4,21,20,6,14,4,21,20,6,1,4,21,20,6,1,4
human3_lib2.final_cell_0727,4,18,1,11,24,4,12,1,11,24,4,12,1,11,24,2,12,1,11,2,2,12,1,11,2
human3_lib2.final_cell_0728,27,17,2,20,7,27,13,2,20,7,27,13,2,20,7,27,13,2,20,2,27,13,2,20,2
human3_lib2.final_cell_0729,25,10,8,13,21,25,10,8,13,21,25,10,8,13,21,23,3,8,13,21,23,3,8,13,21
human3_lib2.final_cell_0730,4,12,1,28,3,4,12,1,28,3,4,12,1,28,3,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0731,9,21,6,4,28,9,21,6,4,28,9,21,6,4,28,9,16,6,4,2,9,16,6,4,2
human3_lib2.final_cell_0732,4,12,12,6,28,4,12,12,6,28,4,12,12,6,28,2,12,12,6,2,2,12,12,6,2
human3_lib2.final_cell_0733,9,21,12,22,11,9,21,12,22,11,9,21,12,22,11,9,16,12,1,11,9,16,12,1,11
human3_lib2.final_cell_0734,9,21,6,28,12,9,21,6,28,12,9,21,6,28,12,9,16,6,1,12,9,16,6,1,12
human3_lib2.final_cell_0735,9,21,6,15,3,9,21,6,15,3,9,21,6,15,3,9,16,6,1,2,9,16,6,1,2
human3_lib2.final_cell_0736,4,12,1,1,25,4,12,1,1,25,4,12,1,1,25,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0737,25,5,19,8,13,25,5,19,8,13,25,5,19,8,13,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0738,16,15,11,28,25,16,15,11,28,25,16,15,11,28,25,16,15,11,1,2,16,15,11,1,2
human3_lib2.final_cell_0739,4,12,1,26,10,4,12,1,26,10,4,12,1,26,10,2,12,1,1,10,2,12,1,1,10
human3_lib2.final_cell_0740,25,6,18,7,15,25,6,18,7,15,25,6,18,7,15,23,6,18,7,2,23,6,18,7,2
human3_lib2.final_cell_0741,4,18,1,13,25,4,12,1,13,25,4,12,1,13,25,2,12,1,13,2,2,12,1,13,2
human3_lib2.final_cell_0742,9,21,6,11,10,9,21,6,11,10,9,21,6,11,10,9,16,6,11,10,9,16,6,11,10
human3_lib2.final_cell_0743,16,15,11,17,16,16,15,11,17,16,16,15,11,17,16,16,15,11,17,16,16,15,11,17,16
human3_lib2.final_cell_0744,4,18,1,18,10,4,12,1,18,10,4,12,1,18,10,2,12,1,1,10,2,12,1,1,10
human3_lib2.final_cell_0745,2,14,4,9,21,2,14,4,9,21,2,7,4,9,21,2,7,4,1,21,2,7,4,1,21
human3_lib2.final_cell_0746,5,18,1,8,24,5,12,1,8,24,5,12,1,8,24,5,12,1,1,2,5,12,1,1,2
human3_lib2.final_cell_0747,4,12,1,8,4,4,12,1,8,4,4,12,1,8,4,2,12,1,1,4,2,12,1,1,4
human3_lib2.final_cell_0748,4,18,1,13,22,4,12,1,13,22,4,12,1,13,22,2,12,1,13,2,2,12,1,13,2
human3_lib2.final_cell_0749,9,16,12,9,1,9,16,12,9,1,9,16,12,9,1,9,16,12,1,1,9,16,12,1,1
human3_lib2.final_cell_0750,4,18,1,28,15,4,12,1,28,15,4,12,1,28,15,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0751,9,16,12,19,8,9,16,12,19,8,9,16,12,19,8,9,16,12,19,8,9,16,12,19,8
human3_lib2.final_cell_0752,16,15,11,19,28,16,15,11,19,28,16,15,11,19,28,16,15,11,19,2,16,15,11,19,2
human3_lib2.final_cell_0753,16,15,11,2,7,16,15,11,2,7,16,15,11,2,7,16,15,11,2,2,16,15,11,2,2
human3_lib2.final_cell_0754,16,15,11,15,22,16,15,11,15,22,16,15,11,15,22,16,15,11,1,2,16,15,11,1,2
human3_lib2.final_cell_0755,4,12,1,26,12,4,12,1,26,12,4,12,1,26,12,2,12,1,1,12,2,12,1,1,12
human3_lib2.final_cell_0756,25,22,11,12,2,25,22,11,12,2,25,22,11,12,2,23,22,11,12,2,23,22,11,12,2
human3_lib2.final_cell_0757,25,10,8,16,20,25,10,8,16,20,25,10,8,16,20,23,3,8,16,20,23,3,8,16,20
human3_lib2.final_cell_0758,4,18,1,2,14,4,12,1,2,14,4,12,1,2,14,2,12,1,2,14,2,12,1,2,14
human3_lib2.final_cell_0759,9,21,12,12,7,9,21,12,12,7,9,21,12,12,7,9,16,12,12,2,9,16,12,12,2
human3_lib2.final_cell_0760,25,10,8,14,5,25,10,8,14,5,25,10,8,14,5,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0761,4,12,1,25,27,4,12,1,25,27,4,12,1,25,27,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0762,27,13,2,28,10,27,13,2,28,10,27,13,2,28,10,27,13,2,1,10,27,13,2,1,10
human3_lib2.final_cell_0763,27,17,2,11,21,27,13,2,11,21,27,13,2,11,21,27,13,2,11,21,27,13,2,11,21
human3_lib2.final_cell_0764,4,12,1,6,22,4,12,1,6,22,4,12,1,6,22,2,12,1,6,2,2,12,1,6,2
human3_lib2.final_cell_0765,26,4,5,23,4,26,4,5,23,4,26,4,5,23,4,26,4,5,23,4,26,4,5,23,4
human3_lib2.final_cell_0766,25,3,15,25,8,25,3,15,25,8,25,3,15,25,8,23,3,8,1,8,23,3,8,1,8
human3_lib2.final_cell_0767,25,10,8,19,18,25,10,8,19,18,25,10,8,19,18,23,3,8,19,18,23,3,8,19,18
human3_lib2.final_cell_0768,19,16,12,28,23,19,16,12,28,23,19,16,12,28,23,5,16,12,1,2,5,16,12,1,2
human3_lib2.final_cell_0769,19,19,6,9,27,19,19,6,9,27,19,19,6,9,27,5,19,6,1,2,5,19,6,1,2
human3_lib2.final_cell_0770,4,12,1,20,17,4,12,1,20,17,4,12,1,20,17,2,12,1,20,17,2,12,1,20,17
human3_lib2.final_cell_0771,11,9,8,26,23,11,9,8,26,23,11,9,8,26,23,11,3,8,1,2,11,3,8,1,2
human3_lib2.final_cell_0772,4,14,1,17,6,4,14,1,17,6,4,7,1,17,6,2,7,1,17,6,2,7,1,17,6
human3_lib2.final_cell_0773,19,16,12,20,23,19,16,12,20,23,19,16,12,20,23,5,16,12,20,2,5,16,12,20,2
human3_lib2.final_cell_0774,27,17,2,20,10,27,13,2,20,10,27,13,2,20,10,27,13,2,20,10,27,13,2,20,10
human3_lib2.final_cell_0775,4,14,1,9,27,4,14,1,9,27,4,7,1,9,27,2,7,1,1,2,2,7,1,1,2
human3_lib2.final_cell_0776,21,20,17,10,6,21,20,17,10,6,21,20,17,10,6,21,20,17,10,6,21,20,17,10,6
human3_lib2.final_cell_0777,27,17,2,11,2,27,13,2,11,2,27,13,2,11,2,27,13,2,11,2,27,13,2,11,2
human3_lib2.final_cell_0778,4,10,1,17,17,4,10,1,17,17,4,10,1,17,17,2,3,1,17,17,2,3,1,17,17
human3_lib2.final_cell_0779,9,21,12,23,10,9,21,12,23,10,9,21,12,23,10,9,16,12,23,10,9,16,12,23,10
human3_lib2.final_cell_0780,4,12,1,20,28,4,12,1,20,28,4,12,1,20,28,2,12,1,20,2,2,12,1,20,2
human3_lib2.final_cell_0781,5,19,12,10,15,5,19,12,10,15,5,19,12,10,15,5,19,12,10,2,5,19,12,10,2
human3_lib2.final_cell_0782,16,22,9,3,13,16,22,9,3,13,16,22,9,3,13,16,22,9,3,2,16,22,9,3,2
human3_lib2.final_cell_0783,4,12,1,23,24,4,12,1,23,24,4,12,1,23,24,2,12,1,23,2,2,12,1,23,2
human3_lib2.final_cell_0784,4,18,1,7,12,4,12,1,7,12,4,12,1,7,12,2,12,1,7,12,2,12,1,7,12
human3_lib2.final_cell_0785,4,12,1,2,5,4,12,1,2,5,4,12,1,2,5,2,12,1,2,2,2,12,1,2,2
human3_lib2.final_cell_0786,4,12,1,12,23,4,12,1,12,23,4,12,1,12,23,2,12,1,12,2,2,12,1,12,2
human3_lib2.final_cell_0787,4,14,12,15,12,4,14,12,15,12,4,7,12,15,12,2,7,12,1,12,2,7,12,1,12
human3_lib2.final_cell_0788,18,24,16,22,12,18,24,16,22,12,18,24,16,22,12,18,24,16,1,12,18,24,16,1,12
human3_lib2.final_cell_0789,4,12,1,21,16,4,12,1,21,16,4,12,1,21,16,2,12,1,1,16,2,12,1,1,16
human3_lib2.final_cell_0790,19,16,12,27,27,19,16,12,27,27,19,16,12,27,27,5,16,12,1,2,5,16,12,1,2
human3_lib2.final_cell_0791,9,16,12,16,18,9,16,12,16,18,9,16,12,16,18,9,16,12,16,18,9,16,12,16,18
human3_lib2.final_cell_0792,26,4,5,7,16,26,4,5,7,16,26,4,5,7,16,26,4,5,7,16,26,4,5,7,16
human3_lib2.final_cell_0793,4,18,1,24,16,4,12,1,24,16,4,12,1,24,16,2,12,1,1,16,2,12,1,1,16
human3_lib2.final_cell_0794,25,10,8,18,22,25,10,8,18,22,25,10,8,18,22,23,3,8,1,2,23,3,8,1,2
human3_lib2.final_cell_0795,5,19,12,22,3,5,19,12,22,3,5,19,12,22,3,5,19,12,1,2,5,19,12,1,2
human3_lib2.final_cell_0796,25,10,8,19,4,25,10,8,19,4,25,10,8,19,4,23,3,8,19,4,23,3,8,19,4
human3_lib2.final_cell_0797,19,19,12,27,7,19,19,12,27,7,19,19,12,27,7,5,19,12,1,2,5,19,12,1,2
human3_lib2.final_cell_0798,25,5,20,21,16,25,5,20,21,16,25,5,20,21,16,23,3,8,1,16,23,3,8,1,16
human3_lib2.final_cell_0799,4,18,1,20,21,4,12,1,20,21,4,12,1,20,21,2,12,1,20,21,2,12,1,20,21
human3_lib2.final_cell_0800,27,17,2,16,27,27,13,2,16,27,27,13,2,16,27,27,13,2,16,2,27,13,2,16,2
human3_lib2.final_cell_0801,4,19,12,19,19,4,19,12,19,19,4,19,12,19,19,2,19,12,19,19,2,19,12,19,19
human3_lib2.final_cell_0802,4,18,1,14,13,4,12,1,14,13,4,12,1,14,13,2,12,1,1,2,2,12,1,1,2
human3_lib2.final_cell_0803,25,3,15,10,12,25,3,15,10,12,25,3,15,10,12,23,3,8,10,12,23,3,8,10,12
human3_lib2.final_cell_0804,9,21,6,18,28,9,21,6,18,28,9,21,6,18,28,9,16,6,1,2,9,16,6,1,2
human3_lib2.final_cell_0805,25,5,19,3,14,25,5,19,3,14,25,5,19,3,14,23,3,8,3,14,23,3,8,3,14
human3_lib2.final_cell_0806,16,22,1,2,15,16,22,1,2,15,16,22,1,2,15,16,22,1,2,2,16,22,1,2,2
human3_lib2.final_cell_0807,9,21,6,22,20,9,21,6,22,20,9,21,6,22,20,9,16,6,1,20,9,16,6,1,20
human3_lib2.final_cell_0808,9,16,12,7,21,9,16,12,7,21,9,16,12,7,21,9,16,12,7,21,9,16,12,7,21
human3_lib2.final_cell_0809,9,16,12,3,11,9,16,12,3,11,9,16,12,3,11,9,16,12,3,11,9,16,12,3,11
human3_lib2.final_cell_0810,4,12,1,24,17,4,12,1,24,17,4,12,1,24,17,2,12,1,1,17,2,12,1,1,17
human3_lib2.final_cell_0811,9,16,6,26,7,9,16,6,26,7,9,16,6,26,7,9,16,6,1,2,9,16,6,1,2
human3_lib2.final_cell_0812,6,12,1,13,16,6,12,1,13,16,4,12,1,13,16,2,12,1,13,16,2,12,1,13,16
human3_lib2.final_cell_0813,25,5,20,22,17,25,5,20,22,17,25,5,20,22,17,23,3,8,1,17,23,3,8,1,17
human3_lib2.final_cell_0814,5,19,12,20,5,5,19,12,20,5,5,19,12,20,5,5,19,12,20,2,5,19,12,20,2
human3_lib2.final_cell_0815,4,7,1,5,18,4,7,1,5,18,4,7,1,5,18,2,7,1,1,18,2,7,1,1,18
human3_lib2.final_cell_0816,21,20,6,7,6,21,20,6,7,6,21,20,6,7,6,21,20,6,7,6,21,20,6,7,6
human3_lib2.final_cell_0817,25,3,15,12,19,25,3,15,12,19,25,3,15,12,19,23,3,8,12,19,23,3,8,12,19
human3_lib2.final_cell_0818,27,17,2,19,26,27,13,2,19,26,27,13,2,19,26,27,13,2,19,2,27,13,2,19,2
human3_lib2.final_cell_0819,25,3,15,25,19,25,3,15,25,19,25,3,15,25,19,23,3,8,1,19,23,3,8,1,19
human3_lib2.final_cell_0820,9,16,12,13,6,9,16,12,13,6,9,16,12,13,6,9,16,12,13,6,9,16,12,13,6
human3_lib2.final_cell_0821,11,21,6,5,7,11,21,6,5,7,11,21,6,5,7,11,16,6,1,2,11,16,6,1,2
human3_lib2.final_cell_0822,4,12,12,21,22,4,12,12,21,22,4,12,12,21,22,2,12,12,1,2,2,12,12,1,2
human3_lib2.final_cell_0823,25,10,8,15,16,25,10,8,15,16,25,10,8,15,16,23,3,8,1,16,23,3,8,1,16
human3_lib2.final_cell_0824,16,8,11,1,5,16,8,11,1,5,16,8,11,1,5,16,8,11,1,2,16,8,11,1,2
human3_lib2.final_cell_0825,16,15,11,7,28,16,15,11,7,28,16,15,11,7,28,16,15,11,7,2,16,15,11,7,2
human3_lib2.final_cell_0826,19,19,12,7,22,19,19,12,7,22,19,19,12,7,22,5,19,12,7,2,5,19,12,7,2
human3_lib2.final_cell_0827,19,19,12,19,2,19,19,12,19,2,19,19,12,19,2,5,19,12,19,2,5,19,12,19,2
