cells,sc3-Initial,Monocle-Initial,Seurat-Initial,garbage-Initial,sc3-33,Monocle-33,Seurat-33,garbage-33,sc3-66,Monocle-66,Seurat-66,garbage-66,sc3-90,Monocle-90,Seurat-90,garbage-90,sc3-Final,Monocle-Final,Seurat-Final,garbage-Final
human3_lib2.final_cell_0304,9,20,6,21,9,20,6,21,9,20,6,21,9,20,6,21,9,20,6,21
human3_lib2.final_cell_0305,4,12,1,5,4,12,1,5,4,12,1,5,4,12,1,5,2,12,1,1
human3_lib2.final_cell_0306,9,21,6,21,9,21,6,21,9,21,6,21,9,21,6,21,9,16,6,21
human3_lib2.final_cell_0307,4,12,1,11,4,12,1,11,4,12,1,11,4,12,1,11,2,12,1,11
human3_lib2.final_cell_0308,9,21,6,13,9,21,6,13,9,21,6,13,9,21,6,13,9,16,6,1
human3_lib2.final_cell_0309,9,21,6,1,9,21,6,1,9,21,6,1,9,21,6,1,9,16,6,1
human3_lib2.final_cell_0310,4,18,1,1,4,12,1,1,4,12,1,1,4,12,1,1,2,12,1,1
human3_lib2.final_cell_0311,26,4,5,4,26,4,5,4,26,4,5,4,26,4,5,4,26,4,5,4
human3_lib2.final_cell_0312,4,12,1,11,4,12,1,11,4,12,1,11,4,12,1,11,2,12,1,11
human3_lib2.final_cell_0313,4,12,1,13,4,12,1,13,4,12,1,13,4,12,1,13,2,12,1,1
human3_lib2.final_cell_0314,4,18,1,15,4,12,1,15,4,12,1,15,4,12,1,15,2,12,1,15
human3_lib2.final_cell_0315,16,15,11,18,16,15,11,18,16,15,11,18,16,15,11,18,16,15,11,1
human3_lib2.final_cell_0316,16,15,11,14,16,15,11,14,16,15,11,14,16,15,11,14,16,15,11,1
human3_lib2.final_cell_0317,26,4,5,18,26,4,5,18,26,4,5,18,26,4,5,18,26,4,5,1
human3_lib2.final_cell_0318,4,18,1,1,4,12,1,1,4,12,1,1,4,12,1,1,2,12,1,1
human3_lib2.final_cell_0319,25,15,11,3,25,15,11,3,25,15,11,3,25,15,11,3,25,15,11,1
human3_lib2.final_cell_0320,16,15,11,26,16,15,11,26,16,15,11,26,16,15,11,26,16,15,11,26
human3_lib2.final_cell_0321,2,18,1,6,2,12,1,6,2,12,1,6,2,12,1,6,2,12,1,6
human3_lib2.final_cell_0322,4,12,1,19,4,12,1,19,4,12,1,19,4,12,1,19,2,12,1,19
human3_lib2.final_cell_0323,25,15,11,6,25,15,11,6,25,15,11,6,25,15,11,6,25,15,11,6
human3_lib2.final_cell_0324,27,13,2,15,27,13,2,15,27,13,2,15,27,13,2,15,27,13,2,15
human3_lib2.final_cell_0325,9,21,6,15,9,21,6,15,9,21,6,15,9,21,6,15,9,16,6,15
human3_lib2.final_cell_0326,9,21,6,27,9,21,6,27,9,21,6,27,9,21,6,27,9,16,6,1
human3_lib2.final_cell_0327,4,18,1,12,4,12,1,12,4,12,1,12,4,12,1,12,2,12,1,12
human3_lib2.final_cell_0328,4,18,1,26,4,12,1,26,4,12,1,26,4,12,1,26,2,12,1,26
human3_lib2.final_cell_0329,4,12,1,9,4,12,1,9,4,12,1,9,4,12,1,9,2,12,1,9
human3_lib2.final_cell_0330,2,7,1,22,2,7,1,22,2,7,1,22,2,7,1,22,2,7,1,1
human3_lib2.final_cell_0331,9,20,6,20,9,20,6,20,9,20,6,20,9,20,6,20,9,20,6,20
human3_lib2.final_cell_0332,9,16,12,7,9,16,12,7,9,16,12,7,9,16,12,7,9,16,12,7
human3_lib2.final_cell_0333,16,22,11,21,16,22,11,21,16,22,11,21,16,22,11,21,16,22,11,21
human3_lib2.final_cell_0334,27,13,2,10,27,13,2,10,27,13,2,10,27,13,2,10,27,13,2,10
human3_lib2.final_cell_0335,9,16,6,1,9,16,6,1,9,16,6,1,9,16,6,1,9,16,6,1
human3_lib2.final_cell_0336,25,6,18,9,25,6,18,9,25,6,18,9,25,6,18,9,25,6,18,9
human3_lib2.final_cell_0337,5,19,12,12,5,19,12,12,5,19,12,12,5,19,12,12,5,19,12,12
human3_lib2.final_cell_0338,4,12,1,27,4,12,1,27,4,12,1,27,4,12,1,27,2,12,1,1
human3_lib2.final_cell_0339,9,21,6,4,9,21,6,4,9,21,6,4,9,21,6,4,9,16,6,4
human3_lib2.final_cell_0340,16,15,11,6,16,15,11,6,16,15,11,6,16,15,11,6,16,15,11,6
human3_lib2.final_cell_0341,9,23,6,14,9,23,6,14,9,23,6,14,9,23,6,14,9,23,6,1
human3_lib2.final_cell_0342,9,21,6,9,9,21,6,9,9,21,6,9,9,21,6,9,9,16,6,9
human3_lib2.final_cell_0343,16,15,11,6,16,15,11,6,16,15,11,6,16,15,11,6,16,15,11,6
human3_lib2.final_cell_0344,25,10,8,12,25,10,8,12,25,10,8,12,25,9,8,12,25,9,8,12
human3_lib2.final_cell_0345,16,15,11,4,16,15,11,4,16,15,11,4,16,15,11,4,16,15,11,4
human3_lib2.final_cell_0346,9,21,6,23,9,21,6,23,9,21,6,23,9,21,6,23,9,16,6,23
human3_lib2.final_cell_0347,9,21,6,22,9,21,6,22,9,21,6,22,9,21,6,22,9,16,6,1
human3_lib2.final_cell_0348,4,18,1,18,4,12,1,18,4,12,1,18,4,12,1,18,2,12,1,1
human3_lib2.final_cell_0349,4,12,1,23,4,12,1,23,4,12,1,23,4,12,1,23,2,12,1,23
human3_lib2.final_cell_0350,4,18,1,8,4,12,1,8,4,12,1,8,4,12,1,8,2,12,1,1
human3_lib2.final_cell_0351,9,21,6,16,9,21,6,16,9,21,6,16,9,21,6,16,9,16,6,16
human3_lib2.final_cell_0352,9,16,6,20,9,16,6,20,9,16,6,20,9,16,6,20,9,16,6,20
human3_lib2.final_cell_0353,2,18,1,15,2,12,1,15,2,12,1,15,2,12,1,15,2,12,1,15
human3_lib2.final_cell_0354,9,16,6,1,9,16,6,1,9,16,6,1,9,16,6,1,9,16,6,1
human3_lib2.final_cell_0355,9,16,6,11,9,16,6,11,9,16,6,11,9,16,6,11,9,16,6,11
human3_lib2.final_cell_0356,4,7,1,7,4,7,1,7,4,7,1,7,4,7,1,7,2,7,1,7
human3_lib2.final_cell_0357,4,12,1,24,4,12,1,24,4,12,1,24,4,12,1,24,2,12,1,1
human3_lib2.final_cell_0358,9,6,6,1,9,6,6,1,9,6,6,1,9,6,6,1,9,6,6,1
human3_lib2.final_cell_0359,27,17,2,1,27,13,2,1,27,13,2,1,27,13,2,1,27,13,2,1
human3_lib2.final_cell_0360,4,12,1,3,4,12,1,3,4,12,1,3,4,12,1,3,2,12,1,1
human3_lib2.final_cell_0361,9,20,6,9,9,20,6,9,9,20,6,9,9,20,6,9,9,20,6,9
human3_lib2.final_cell_0362,4,18,1,24,4,12,1,24,4,12,1,24,4,12,1,24,2,12,1,1
human3_lib2.final_cell_0363,4,18,1,28,4,12,1,28,4,12,1,28,4,12,1,28,2,12,1,28
human3_lib2.final_cell_0364,4,12,1,26,4,12,1,26,4,12,1,26,4,12,1,26,2,12,1,26
human3_lib2.final_cell_0365,4,18,1,4,4,12,1,4,4,12,1,4,4,12,1,4,2,12,1,4
human3_lib2.final_cell_0366,9,20,6,22,9,20,6,22,9,20,6,22,9,20,6,22,9,20,6,1
human3_lib2.final_cell_0367,9,16,6,7,9,16,6,7,9,16,6,7,9,16,6,7,9,16,6,7
human3_lib2.final_cell_0368,25,10,8,6,25,10,8,6,25,10,8,6,25,9,8,6,25,9,8,6
human3_lib2.final_cell_0369,7,21,6,25,7,21,6,25,7,21,6,25,7,21,6,25,7,16,6,1
human3_lib2.final_cell_0370,25,10,8,27,25,10,8,27,25,10,8,27,25,9,8,27,25,9,8,1
human3_lib2.final_cell_0371,21,20,6,26,21,20,6,26,21,20,6,26,21,20,6,26,21,20,6,26
human3_lib2.final_cell_0372,4,12,1,22,4,12,1,22,4,12,1,22,4,12,1,22,2,12,1,1
human3_lib2.final_cell_0373,25,3,15,23,25,3,15,23,25,3,15,23,25,3,15,23,25,3,15,23
human3_lib2.final_cell_0374,27,13,2,22,27,13,2,22,27,13,2,22,27,13,2,22,27,13,2,1
human3_lib2.final_cell_0375,16,15,11,5,16,15,11,5,16,15,11,5,16,15,11,5,16,15,11,1
human3_lib2.final_cell_0376,4,18,1,26,4,12,1,26,4,12,1,26,4,12,1,26,2,12,1,26
human3_lib2.final_cell_0377,4,18,1,25,4,12,1,25,4,12,1,25,4,12,1,25,2,12,1,1
human3_lib2.final_cell_0378,4,18,1,6,4,12,1,6,4,12,1,6,4,12,1,6,2,12,1,6
human3_lib2.final_cell_0379,16,15,11,3,16,15,11,3,16,15,11,3,16,15,11,3,16,15,11,1
human3_lib2.final_cell_0380,18,24,1,16,18,24,1,16,18,24,1,16,18,24,1,16,18,24,1,16
human3_lib2.final_cell_0381,9,16,6,13,9,16,6,13,9,16,6,13,9,16,6,13,9,16,6,1
human3_lib2.final_cell_0382,21,20,6,13,21,20,6,13,21,20,6,13,21,20,6,13,21,20,6,1
human3_lib2.final_cell_0383,16,15,11,4,16,15,11,4,16,15,11,4,16,15,11,4,16,15,11,4
human3_lib2.final_cell_0384,27,17,2,9,27,13,2,9,27,13,2,9,27,13,2,9,27,13,2,9
human3_lib2.final_cell_0385,4,12,1,22,4,12,1,22,4,12,1,22,4,12,1,22,2,12,1,1
human3_lib2.final_cell_0386,26,4,5,17,26,4,5,17,26,4,5,17,26,4,5,17,26,4,5,1
human3_lib2.final_cell_0387,26,4,5,11,26,4,5,11,26,4,5,11,26,4,5,11,26,4,5,11
human3_lib2.final_cell_0388,9,19,12,7,9,19,12,7,9,19,12,7,9,19,12,7,9,19,12,7
human3_lib2.final_cell_0389,4,18,1,1,4,12,1,1,4,12,1,1,4,12,1,1,2,12,1,1
human3_lib2.final_cell_0390,9,21,6,7,9,21,6,7,9,21,6,7,9,21,6,7,9,16,6,7
human3_lib2.final_cell_0391,16,15,11,8,16,15,11,8,16,15,11,8,16,15,11,8,16,15,11,1
human3_lib2.final_cell_0392,4,18,1,22,4,12,1,22,4,12,1,22,4,12,1,22,2,12,1,1
human3_lib2.final_cell_0393,4,18,1,27,4,12,1,27,4,12,1,27,4,12,1,27,2,12,1,1
human3_lib2.final_cell_0394,17,22,9,25,17,22,9,25,17,22,9,25,17,22,9,25,17,22,9,1
human3_lib2.final_cell_0395,4,18,1,25,4,12,1,25,4,12,1,25,4,12,1,25,2,12,1,1
human3_lib2.final_cell_0396,27,13,2,19,27,13,2,19,27,13,2,19,27,13,2,19,27,13,2,19
human3_lib2.final_cell_0397,4,12,1,18,4,12,1,18,4,12,1,18,4,12,1,18,2,12,1,1
human3_lib2.final_cell_0398,16,15,11,15,16,15,11,15,16,15,11,15,16,15,11,15,16,15,11,15
human3_lib2.final_cell_0399,16,15,11,26,16,15,11,26,16,15,11,26,16,15,11,26,16,15,11,26
human3_lib2.final_cell_0400,4,7,1,3,4,7,1,3,4,7,1,3,4,7,1,3,2,7,1,1
human3_lib2.final_cell_0401,4,18,1,21,4,12,1,21,4,12,1,21,4,12,1,21,2,12,1,21
human3_lib2.final_cell_0402,16,15,11,28,16,15,11,28,16,15,11,28,16,15,11,28,16,15,11,28
human3_lib2.final_cell_0403,27,13,2,13,27,13,2,13,27,13,2,13,27,13,2,13,27,13,2,1
human3_lib2.final_cell_0404,4,18,1,13,4,12,1,13,4,12,1,13,4,12,1,13,2,12,1,1
human3_lib2.final_cell_0405,2,18,1,23,2,12,1,23,2,12,1,23,2,12,1,23,2,12,1,23
human3_lib2.final_cell_0406,16,15,11,10,16,15,11,10,16,15,11,10,16,15,11,10,16,15,11,10
human3_lib2.final_cell_0407,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,2,12,1,1
human3_lib2.final_cell_0408,4,14,1,1,4,14,1,1,4,7,1,1,4,7,1,1,2,7,1,1
human3_lib2.final_cell_0409,16,15,11,20,16,15,11,20,16,15,11,20,16,15,11,20,16,15,11,20
human3_lib2.final_cell_0410,4,12,1,11,4,12,1,11,4,12,1,11,4,12,1,11,2,12,1,11
human3_lib2.final_cell_0411,27,17,2,17,27,13,2,17,27,13,2,17,27,13,2,17,27,13,2,1
human3_lib2.final_cell_0412,9,16,6,19,9,16,6,19,9,16,6,19,9,16,6,19,9,16,6,19
human3_lib2.final_cell_0413,21,20,6,19,21,20,6,19,21,20,6,19,21,20,6,19,21,20,6,19
human3_lib2.final_cell_0414,16,15,11,18,16,15,11,18,16,15,11,18,16,15,11,18,16,15,11,1
human3_lib2.final_cell_0415,4,12,1,23,4,12,1,23,4,12,1,23,4,12,1,23,2,12,1,23
human3_lib2.final_cell_0416,25,10,8,10,25,10,8,10,25,10,8,10,25,9,8,10,25,9,8,10
human3_lib2.final_cell_0417,16,15,11,6,16,15,11,6,16,15,11,6,16,15,11,6,16,15,11,6
human3_lib2.final_cell_0418,9,21,6,26,9,21,6,26,9,21,6,26,9,21,6,26,9,16,6,26
human3_lib2.final_cell_0419,9,16,6,7,9,16,6,7,9,16,6,7,9,16,6,7,9,16,6,7
human3_lib2.final_cell_0420,4,18,1,20,4,12,1,20,4,12,1,20,4,12,1,20,2,12,1,20
human3_lib2.final_cell_0421,27,17,2,20,27,13,2,20,27,13,2,20,27,13,2,20,27,13,2,20
human3_lib2.final_cell_0422,9,19,12,17,9,19,12,17,9,19,12,17,9,19,12,17,9,19,12,1
human3_lib2.final_cell_0423,4,18,1,18,4,12,1,18,4,12,1,18,4,12,1,18,2,12,1,1
human3_lib2.final_cell_0424,4,18,1,21,4,12,1,21,4,12,1,21,4,12,1,21,2,12,1,21
human3_lib2.final_cell_0425,4,12,1,11,4,12,1,11,4,12,1,11,4,12,1,11,2,12,1,11
human3_lib2.final_cell_0426,27,17,2,20,27,13,2,20,27,13,2,20,27,13,2,20,27,13,2,20
human3_lib2.final_cell_0427,4,24,1,3,4,24,1,3,4,24,1,3,4,24,1,3,2,24,1,1
human3_lib2.final_cell_0428,9,21,6,2,9,21,6,2,9,21,6,2,9,21,6,2,9,16,6,2
human3_lib2.final_cell_0429,25,3,15,18,25,3,15,18,25,3,15,18,25,3,15,18,25,3,15,1
human3_lib2.final_cell_0430,4,12,1,28,4,12,1,28,4,12,1,28,4,12,1,28,2,12,1,28
human3_lib2.final_cell_0431,4,12,1,28,4,12,1,28,4,12,1,28,4,12,1,28,2,12,1,28
human3_lib2.final_cell_0432,18,4,1,21,18,4,1,21,18,4,1,21,18,4,1,21,18,4,1,21
human3_lib2.final_cell_0433,4,18,1,23,4,12,1,23,4,12,1,23,4,12,1,23,2,12,1,23
human3_lib2.final_cell_0434,9,21,6,10,9,21,6,10,9,21,6,10,9,21,6,10,9,16,6,10
human3_lib2.final_cell_0435,9,21,6,25,9,21,6,25,9,21,6,25,9,21,6,25,9,16,6,1
human3_lib2.final_cell_0436,16,15,11,23,16,15,11,23,16,15,11,23,16,15,11,23,16,15,11,23
human3_lib2.final_cell_0437,26,4,5,12,26,4,5,12,26,4,5,12,26,4,5,12,26,4,5,12
human3_lib2.final_cell_0438,9,16,12,12,9,16,12,12,9,16,12,12,9,16,12,12,9,16,12,12
human3_lib2.final_cell_0439,9,16,6,14,9,16,6,14,9,16,6,14,9,16,6,14,9,16,6,1
human3_lib2.final_cell_0440,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,2,12,1,1
human3_lib2.final_cell_0441,25,10,8,3,25,10,8,3,25,10,8,3,25,9,8,3,25,9,8,1
human3_lib2.final_cell_0442,4,12,1,22,4,12,1,22,4,12,1,22,4,12,1,22,2,12,1,1
human3_lib2.final_cell_0443,21,20,12,19,21,20,12,19,21,20,12,19,21,20,12,19,21,20,12,19
human3_lib2.final_cell_0444,4,18,1,5,4,12,1,5,4,12,1,5,4,12,1,5,2,12,1,1
human3_lib2.final_cell_0445,27,17,2,20,27,13,2,20,27,13,2,20,27,13,2,20,27,13,2,20
human3_lib2.final_cell_0446,4,14,1,26,4,14,1,26,4,7,1,26,4,7,1,26,2,7,1,26
human3_lib2.final_cell_0447,4,12,1,5,4,12,1,5,4,12,1,5,4,12,1,5,2,12,1,1
human3_lib2.final_cell_0448,4,12,1,16,4,12,1,16,4,12,1,16,4,12,1,16,2,12,1,16
human3_lib2.final_cell_0449,5,19,12,12,5,19,12,12,5,19,12,12,5,19,12,12,5,19,12,12
human3_lib2.final_cell_0450,9,16,6,11,9,16,6,11,9,16,6,11,9,16,6,11,9,16,6,11
human3_lib2.final_cell_0451,4,12,1,8,4,12,1,8,4,12,1,8,4,12,1,8,2,12,1,1
human3_lib2.final_cell_0452,4,12,1,3,4,12,1,3,4,12,1,3,4,12,1,3,2,12,1,1
human3_lib2.final_cell_0453,27,13,2,9,27,13,2,9,27,13,2,9,27,13,2,9,27,13,2,9
human3_lib2.final_cell_0454,21,20,6,22,21,20,6,22,21,20,6,22,21,20,6,22,21,20,6,1
human3_lib2.final_cell_0455,4,7,1,26,4,7,1,26,4,7,1,26,4,7,1,26,2,7,1,26
human3_lib2.final_cell_0456,4,14,1,15,4,14,1,15,4,7,1,15,4,7,1,15,2,7,1,15
human3_lib2.final_cell_0457,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,2,12,1,1
human3_lib2.final_cell_0458,16,15,11,13,16,15,11,13,16,15,11,13,16,15,11,13,16,15,11,1
human3_lib2.final_cell_0459,16,15,11,28,16,15,11,28,16,15,11,28,16,15,11,28,16,15,11,28
human3_lib2.final_cell_0460,25,15,11,10,25,15,11,10,25,15,11,10,25,15,11,10,25,15,11,10
human3_lib2.final_cell_0461,25,10,8,24,25,10,8,24,25,10,8,24,25,9,8,24,25,9,8,1
human3_lib2.final_cell_0462,25,10,8,25,25,10,8,25,25,10,8,25,25,9,8,25,25,9,8,1
human3_lib2.final_cell_0463,4,18,1,23,4,12,1,23,4,12,1,23,4,12,1,23,2,12,1,23
human3_lib2.final_cell_0464,9,20,6,17,9,20,6,17,9,20,6,17,9,20,6,17,9,20,6,1
human3_lib2.final_cell_0465,21,1,6,10,21,1,6,10,21,1,6,10,21,1,6,10,21,1,6,10
human3_lib2.final_cell_0466,27,17,2,13,27,13,2,13,27,13,2,13,27,13,2,13,27,13,2,1
human3_lib2.final_cell_0467,4,18,1,7,4,12,1,7,4,12,1,7,4,12,1,7,2,12,1,7
human3_lib2.final_cell_0468,4,12,1,14,4,12,1,14,4,12,1,14,4,12,1,14,2,12,1,1
human3_lib2.final_cell_0469,27,17,2,10,27,13,2,10,27,13,2,10,27,13,2,10,27,13,2,10
human3_lib2.final_cell_0470,4,18,1,6,4,12,1,6,4,12,1,6,4,12,1,6,2,12,1,6
human3_lib2.final_cell_0471,4,12,1,12,4,12,1,12,4,12,1,12,4,12,1,12,2,12,1,12
human3_lib2.final_cell_0472,27,17,2,22,27,13,2,22,27,13,2,22,27,13,2,22,27,13,2,1
human3_lib2.final_cell_0473,27,13,2,6,27,13,2,6,27,13,2,6,27,13,2,6,27,13,2,6
human3_lib2.final_cell_0474,27,17,2,8,27,13,2,8,27,13,2,8,27,13,2,8,27,13,2,1
human3_lib2.final_cell_0475,9,23,1,9,9,23,1,9,9,23,1,9,9,23,1,9,9,23,1,9
human3_lib2.final_cell_0476,16,8,11,1,16,8,11,1,16,8,11,1,16,8,11,1,16,8,11,1
human3_lib2.final_cell_0477,27,17,2,19,27,13,2,19,27,13,2,19,27,13,2,19,27,13,2,19
human3_lib2.final_cell_0478,4,12,1,6,4,12,1,6,4,12,1,6,4,12,1,6,2,12,1,6
human3_lib2.final_cell_0479,18,24,16,19,18,24,16,19,18,24,16,19,18,24,16,19,18,24,16,19
human3_lib2.final_cell_0480,4,18,1,13,4,12,1,13,4,12,1,13,4,12,1,13,2,12,1,1
human3_lib2.final_cell_0481,27,13,2,24,27,13,2,24,27,13,2,24,27,13,2,24,27,13,2,1
human3_lib2.final_cell_0482,4,12,1,24,4,12,1,24,4,12,1,24,4,12,1,24,2,12,1,1
human3_lib2.final_cell_0483,4,12,1,9,4,12,1,9,4,12,1,9,4,12,1,9,2,12,1,9
human3_lib2.final_cell_0484,4,7,1,2,4,7,1,2,4,7,1,2,4,7,1,2,2,7,1,2
human3_lib2.final_cell_0485,4,12,1,8,4,12,1,8,4,12,1,8,4,12,1,8,2,12,1,1
human3_lib2.final_cell_0486,27,17,2,25,27,13,2,25,27,13,2,25,27,13,2,25,27,13,2,1
human3_lib2.final_cell_0487,4,12,1,3,4,12,1,3,4,12,1,3,4,12,1,3,2,12,1,1
human3_lib2.final_cell_0488,4,18,1,23,4,12,1,23,4,12,1,23,4,12,1,23,2,12,1,23
human3_lib2.final_cell_0489,4,12,1,22,4,12,1,22,4,12,1,22,4,12,1,22,2,12,1,1
human3_lib2.final_cell_0490,9,16,6,11,9,16,6,11,9,16,6,11,9,16,6,11,9,16,6,11
human3_lib2.final_cell_0491,27,13,2,20,27,13,2,20,27,13,2,20,27,13,2,20,27,13,2,20
human3_lib2.final_cell_0492,25,10,8,6,25,10,8,6,25,10,8,6,25,9,8,6,25,9,8,6
human3_lib2.final_cell_0493,4,18,1,14,4,12,1,14,4,12,1,14,4,12,1,14,2,12,1,1
human3_lib2.final_cell_0494,25,10,8,11,25,10,8,11,25,10,8,11,25,9,8,11,25,9,8,11
human3_lib2.final_cell_0495,4,18,1,12,4,12,1,12,4,12,1,12,4,12,1,12,2,12,1,12
human3_lib2.final_cell_0496,4,12,1,11,4,12,1,11,4,12,1,11,4,12,1,11,2,12,1,11
human3_lib2.final_cell_0497,27,13,2,4,27,13,2,4,27,13,2,4,27,13,2,4,27,13,2,4
human3_lib2.final_cell_0498,4,12,1,9,4,12,1,9,4,12,1,9,4,12,1,9,2,12,1,9
human3_lib2.final_cell_0499,9,21,6,28,9,21,6,28,9,21,6,28,9,21,6,28,9,16,6,28
human3_lib2.final_cell_0500,4,18,1,21,4,12,1,21,4,12,1,21,4,12,1,21,2,12,1,21
human3_lib2.final_cell_0501,4,12,7,17,4,12,7,17,4,12,4,17,4,12,4,17,2,12,4,1
human3_lib2.final_cell_0502,16,15,11,15,16,15,11,15,16,15,11,15,16,15,11,15,16,15,11,15
human3_lib2.final_cell_0503,4,18,1,10,4,12,1,10,4,12,1,10,4,12,1,10,2,12,1,10
human3_lib2.final_cell_0504,16,15,11,4,16,15,11,4,16,15,11,4,16,15,11,4,16,15,11,4
human3_lib2.final_cell_0505,4,12,1,15,4,12,1,15,4,12,1,15,4,12,1,15,2,12,1,15
human3_lib2.final_cell_0506,27,17,2,11,27,13,2,11,27,13,2,11,27,13,2,11,27,13,2,11
human3_lib2.final_cell_0507,4,18,1,19,4,12,1,19,4,12,1,19,4,12,1,19,2,12,1,19
human3_lib2.final_cell_0508,9,20,6,24,9,20,6,24,9,20,6,24,9,20,6,24,9,20,6,1
human3_lib2.final_cell_0509,4,18,1,19,4,12,1,19,4,12,1,19,4,12,1,19,2,12,1,19
human3_lib2.final_cell_0510,4,12,1,8,4,12,1,8,4,12,1,8,4,12,1,8,2,12,1,1
human3_lib2.final_cell_0511,9,21,6,9,9,21,6,9,9,21,6,9,9,21,6,9,9,16,6,9
human3_lib2.final_cell_0512,14,20,6,20,14,20,6,20,14,20,6,20,14,20,6,20,14,20,6,20
human3_lib2.final_cell_0513,4,18,1,22,4,12,1,22,4,12,1,22,4,12,1,22,2,12,1,1
human3_lib2.final_cell_0514,4,18,1,20,4,12,1,20,4,12,1,20,4,12,1,20,2,12,1,20
human3_lib2.final_cell_0515,4,12,1,5,4,12,1,5,4,12,1,5,4,12,1,5,2,12,1,1
human3_lib2.final_cell_0516,16,15,11,20,16,15,11,20,16,15,11,20,16,15,11,20,16,15,11,20
human3_lib2.final_cell_0517,4,18,1,4,4,12,1,4,4,12,1,4,4,12,1,4,2,12,1,4
human3_lib2.final_cell_0518,4,12,1,19,4,12,1,19,4,12,1,19,4,12,1,19,2,12,1,19
human3_lib2.final_cell_0519,2,18,1,24,2,12,1,24,2,12,1,24,2,12,1,24,2,12,1,1
human3_lib2.final_cell_0520,4,18,1,22,4,12,1,22,4,12,1,22,4,12,1,22,2,12,1,1
human3_lib2.final_cell_0521,4,18,1,20,4,12,1,20,4,12,1,20,4,12,1,20,2,12,1,20
human3_lib2.final_cell_0522,4,12,1,9,4,12,1,9,4,12,1,9,4,12,1,9,2,12,1,9
human3_lib2.final_cell_0523,9,21,12,8,9,21,12,8,9,21,12,8,9,21,12,8,9,16,12,1
human3_lib2.final_cell_0524,9,2,6,8,9,2,6,8,9,2,6,8,9,2,6,8,9,2,6,1
human3_lib2.final_cell_0525,4,12,1,26,4,12,1,26,4,12,1,26,4,12,1,26,2,12,1,26
human3_lib2.final_cell_0526,25,15,11,22,25,15,11,22,25,15,11,22,25,15,11,22,25,15,11,1
human3_lib2.final_cell_0527,16,15,11,17,16,15,11,17,16,15,11,17,16,15,11,17,16,15,11,1
human3_lib2.final_cell_0528,16,15,11,2,16,15,11,2,16,15,11,2,16,15,11,2,16,15,11,2
human3_lib2.final_cell_0529,9,21,6,10,9,21,6,10,9,21,6,10,9,21,6,10,9,16,6,10
human3_lib2.final_cell_0530,25,10,15,19,25,10,15,19,25,10,15,19,25,9,15,19,25,9,15,19
human3_lib2.final_cell_0531,4,12,1,14,4,12,1,14,4,12,1,14,4,12,1,14,2,12,1,1
human3_lib2.final_cell_0532,9,16,6,24,9,16,6,24,9,16,6,24,9,16,6,24,9,16,6,1
human3_lib2.final_cell_0533,4,18,1,21,4,12,1,21,4,12,1,21,4,12,1,21,2,12,1,21
human3_lib2.final_cell_0534,21,20,6,12,21,20,6,12,21,20,6,12,21,20,6,12,21,20,6,12
human3_lib2.final_cell_0535,4,12,1,5,4,12,1,5,4,12,1,5,4,12,1,5,2,12,1,1
human3_lib2.final_cell_0536,4,12,1,22,4,12,1,22,4,12,1,22,4,12,1,22,2,12,1,1
human3_lib2.final_cell_0537,4,12,1,7,4,12,1,7,4,12,1,7,4,12,1,7,2,12,1,7
human3_lib2.final_cell_0538,16,15,11,11,16,15,11,11,16,15,11,11,16,15,11,11,16,15,11,11
human3_lib2.final_cell_0539,9,21,6,19,9,21,6,19,9,21,6,19,9,21,6,19,9,16,6,19
human3_lib2.final_cell_0540,25,10,8,27,25,10,8,27,25,10,8,27,25,9,8,27,25,9,8,1
human3_lib2.final_cell_0541,4,18,1,4,4,12,1,4,4,12,1,4,4,12,1,4,2,12,1,4
human3_lib2.final_cell_0542,4,18,1,28,4,12,1,28,4,12,1,28,4,12,1,28,2,12,1,28
human3_lib2.final_cell_0543,4,12,1,24,4,12,1,24,4,12,1,24,4,12,1,24,2,12,1,1
human3_lib2.final_cell_0544,25,10,15,1,25,10,15,1,25,10,15,1,25,9,15,1,25,9,15,1
human3_lib2.final_cell_0545,4,12,1,20,4,12,1,20,4,12,1,20,4,12,1,20,2,12,1,20
human3_lib2.final_cell_0546,9,16,12,1,9,16,12,1,9,16,12,1,9,16,12,1,9,16,12,1
human3_lib2.final_cell_0547,27,13,2,22,27,13,2,22,27,13,2,22,27,13,2,22,27,13,2,1
human3_lib2.final_cell_0548,4,14,1,6,4,14,1,6,4,7,1,6,4,7,1,6,2,7,1,6
human3_lib2.final_cell_0549,22,16,12,5,22,16,12,5,22,16,12,5,22,16,12,5,22,16,12,1
human3_lib2.final_cell_0550,4,12,1,10,4,12,1,10,4,12,1,10,4,12,1,10,2,12,1,10
human3_lib2.final_cell_0551,4,18,1,10,4,12,1,10,4,12,1,10,4,12,1,10,2,12,1,10
human3_lib2.final_cell_0552,4,7,1,11,4,7,1,11,4,7,1,11,4,7,1,11,2,7,1,11
human3_lib2.final_cell_0553,9,21,6,10,9,21,6,10,9,21,6,10,9,21,6,10,9,16,6,10
human3_lib2.final_cell_0554,4,12,1,9,4,12,1,9,4,12,1,9,4,12,1,9,2,12,1,9
